Modelo,Neurona,Media,Desv_Std,Pct_Cerca_Cero,Tipo_Detector,Gradiente_H,Gradiente_V,Max_Pos_Ubicacion,Max_Neg_Ubicacion
NET2_normal,117,0.000863813329488039,0.029661746695637703,61.3,textura,0.00882566999644041,0.008933921344578266,"(68, 79)","(77, 36)"
NET2_normal,118,-0.000979374279268086,0.035299383103847504,58.8,textura,0.013039136305451393,0.012398776598274708,"(77, 34)","(55, 25)"
NET2_normal,119,-0.0007970962324179709,0.003553792368620634,95.25,localizado,0.0018013957887887955,0.0017165810568258166,"(43, 74)","(66, 74)"
NET2_normal,120,-0.0012047900818288326,0.004223942290991545,92.74,localizado,0.0022365308832377195,0.002200712915509939,"(26, 50)","(44, 72)"
NET2_normal,121,-6.029746509739198e-05,0.03240751847624779,59.38,textura,0.013620102778077126,0.013125316239893436,"(21, 54)","(39, 47)"
NET2_normal,122,-0.0009070708183571696,0.005758232437074184,88.94999999999999,localizado,0.002535151783376932,0.0025096831377595663,"(48, 21)","(58, 42)"
NET2_normal,123,0.0013750585494562984,0.03439810127019882,60.19,textura,0.013474727049469948,0.012954570353031158,"(73, 33)","(80, 49)"
NET2_normal,124,-0.0028745869640260935,0.007757196202874184,82.71,localizado,0.0028671235777437687,0.0028260000981390476,"(69, 66)","(44, 78)"
NET2_normal,125,-0.0010897904867306352,0.0042478786781430244,92.69,localizado,0.0022974233143031597,0.0023325879592448473,"(67, 29)","(60, 74)"
NET2_normal,126,-0.00014139359700493515,0.0006326906732283533,100.0,localizado,0.0001766131172189489,0.00017710414249449968,"(31, 55)","(61, 74)"
NET2_normal,127,-0.0015371341723948717,0.004051900003105402,92.32000000000001,localizado,0.002050339011475444,0.0021100195590406656,"(41, 69)","(58, 66)"
NET2_normal,128,-0.005734853912144899,0.01977180503308773,66.49000000000001,textura,0.005355888046324253,0.005366444122046232,"(24, 47)","(67, 41)"
